Start,Open
+055504-04-19T00:00:00.000Z,9.411997020494607e-7
+055507-01-14T00:00:00.000Z,9.343856438645049e-7
+055509-10-10T00:00:00.000Z,0.000001076886242068633
+055512-07-06T00:00:00.000Z,0.0000011156745806903942
+055515-04-02T00:00:00.000Z,0.0000011556409838140094
+055517-12-27T00:00:00.000Z,0.000001161042684346251
+055520-09-22T00:00:00.000Z,0.0000011542894476947574
+055523-06-19T00:00:00.000Z,0.0000011666432385539965
+055526-03-15T00:00:00.000Z,0.0000013167143715825238
+055528-12-09T00:00:00.000Z,0.0000013378978390598817
+055531-09-05T00:00:00.000Z,0.0000012774448986841914
+055534-06-01T00:00:00.000Z,0.0000012281388626191714
+055537-02-25T00:00:00.000Z,0.000001310926380269054
+055539-11-22T00:00:00.000Z,0.0000012791413331091166
+055542-08-18T00:00:00.000Z,0.0000012438710596517861
+055545-05-14T00:00:00.000Z,0.0000012223605128271864
+055548-02-08T00:00:00.000Z,0.0000012643952465090224
+055550-11-04T00:00:00.000Z,0.0000013396005443795319
+055553-07-31T00:00:00.000Z,0.000001383545867007529
+055556-04-26T00:00:00.000Z,0.0000015952363398940585
+055559-01-21T00:00:00.000Z,0.000001556824821356553
+055561-10-17T00:00:00.000Z,0.000001608516226535755
+055564-07-13T00:00:00.000Z,0.0000016268886874209781
+055567-04-09T00:00:00.000Z,0.000001721071023366445
+055570-01-03T00:00:00.000Z,0.000001691900391102909
+055572-09-29T00:00:00.000Z,0.0000015568187175228547
+055575-06-26T00:00:00.000Z,0.0000015847030716161856
+055578-03-22T00:00:00.000Z,0.0000014513455261420059
+055580-12-16T00:00:00.000Z,0.0000015876612974864503
+055583-09-12T00:00:00.000Z,0.0000015629863002228463
+055586-06-08T00:00:00.000Z,0.0000014923161227956343
+055589-03-04T00:00:00.000Z,0.0000014092048510741788
+055591-11-29T00:00:00.000Z,0.0000014285785057172146
+055594-08-25T00:00:00.000Z,0.0000013431164988208323
+055597-05-21T00:00:00.000Z,0.0000014009406964709756
+055600-02-15T00:00:00.000Z,0.000001527390633715254
+055602-11-11T00:00:00.000Z,0.000001586887075367163
+055605-08-07T00:00:00.000Z,0.0000015912251980498558
+055608-05-03T00:00:00.000Z,0.0000015957182864251543
+055611-01-28T00:00:00.000Z,0.0000015573192735418364
+055613-10-24T00:00:00.000Z,0.0000015271154834363218
+055616-07-20T00:00:00.000Z,0.0000014772861088394542
+055619-04-16T00:00:00.000Z,0.00000144335091346254
+055622-01-10T00:00:00.000Z,0.0000013716526172249987
+055624-10-06T00:00:00.000Z,0.0000013870126737111963
+055627-07-03T00:00:00.000Z,0.000001318050615146717
+055630-03-29T00:00:00.000Z,0.000001274943034010938
+055632-12-23T00:00:00.000Z,0.000001241691763236644
+055635-09-19T00:00:00.000Z,0.0000012984622160037904
+055638-06-15T00:00:00.000Z,0.000001336086847313916
+055641-03-11T00:00:00.000Z,0.0000013845012297842982
+055643-12-06T00:00:00.000Z,0.0000013358922642883127
+055646-09-01T00:00:00.000Z,0.0000012903904816319502
+055649-05-28T00:00:00.000Z,0.000001347251437693291
+055652-02-22T00:00:00.000Z,0.0000014907965702716562
+055654-11-18T00:00:00.000Z,0.0000014939806329526214
+055657-08-14T00:00:00.000Z,0.0000015053188603386048
+055660-05-10T00:00:00.000Z,0.00000151333991957624
+055663-02-04T00:00:00.000Z,0.000001562215894196369
+055665-10-31T00:00:00.000Z,0.000001571166234583708
+055668-07-27T00:00:00.000Z,0.0000016472126338075477
+055671-04-23T00:00:00.000Z,0.0000018864089676300348
+055674-01-17T00:00:00.000Z,0.0000017763730678272446
+055676-10-13T00:00:00.000Z,0.000001829257135824227
+055679-07-10T00:00:00.000Z,0.0000018072269139187628
+055682-04-05T00:00:00.000Z,0.0000017136922974826899
+055684-12-30T00:00:00.000Z,0.0000018108569113595284
+055687-09-26T00:00:00.000Z,0.00000192381890655313
+055690-06-22T00:00:00.000Z,0.0000018105437638512636
+055693-03-18T00:00:00.000Z,0.0000017178079353337803
+055695-12-13T00:00:00.000Z,0.0000017584063987240136
+055698-09-08T00:00:00.000Z,0.0000017105671368964327
+055701-06-05T00:00:00.000Z,0.000001823153047562271
+055704-03-01T00:00:00.000Z,0.0000017908658696129391
+055706-11-26T00:00:00.000Z,0.0000017931553774115255
+055709-08-22T00:00:00.000Z,0.0000017677623242513345
+055712-05-18T00:00:00.000Z,0.0000017549817286292198
+055715-02-12T00:00:00.000Z,0.0000017783817609002913
+055717-11-08T00:00:00.000Z,0.000001812265995005849
+055720-08-04T00:00:00.000Z,0.0000018426476023197927
+055723-05-01T00:00:00.000Z,0.000001810163495881091
+055726-01-25T00:00:00.000Z,0.000001836936550880717
+055728-10-21T00:00:00.000Z,0.0000017663497448361811
+055731-07-18T00:00:00.000Z,0.0000017647373293079778
