Start,End,Open,High,Low,Close,Volume,Market Cap
2024-05-20,2024-05-21,0.0000018866704912439983,0.0000018533215938556712,0.0000018747800444658589,0.0000018409957668015546,1538.8416829850696,44434.09139113732
2024-05-19,2024-05-20,0.0000018985700050844304,0.0000018862087559109252,0.0000018829795135535285,0.0000018841497723048895,1607.955994341587,44656.380846101165
2024-05-18,2024-05-19,0.0000018635622287941171,0.0000018872806887071712,0.0000018606934123183762,0.0000019003062929994739,1624.8366658027617,44308.75380271912
2024-05-17,2024-05-18,0.000001886183777652587,0.0000018885822028636928,0.0000018845478117749551,0.0000018625098346699212,1621.9072242088546,44429.66333658425
2024-05-16,2024-05-17,0.0000018739902493987825,0.000001897435259249409,0.000001862695179216904,0.0000018831372743413792,1837.0216600886781,44303.39090332313
2024-05-15,2024-05-16,0.000001875688997457104,0.000001889414156187509,0.0000018727224152748152,0.000001874611975583712,1833.2573854364423,44464.841362648316
2024-05-14,2024-05-15,0.0000018847426026882379,0.0000018956101653205124,0.0000018776119702812345,0.0000018709612492500815,2032.98011958254,44684.65054186855
2024-05-13,2024-05-14,0.0000020428010033240978,0.00000198985650944232,0.0000019181881130567644,0.0000018956610746346396,2455.440328316506,45584.81999430468
2024-05-12,2024-05-13,0.000002041780419871567,0.0000020662289097296998,0.000002022594449046081,0.00000203360869578483,2386.105353004344,48358.82025256768
2024-05-11,2024-05-12,0.0000020704489287092467,0.000002126498590955509,0.0000020438361797808397,0.000002043940218768101,2715.1713480567073,49219.09903010124
2024-05-10,2024-05-11,0.0000019983583674969602,0.0000021212044963803948,0.0000020320221066143607,0.000002061171446930625,2934.563753401951,48939.11669534574
2024-05-09,2024-05-10,0.0000019694080415781326,0.0000019969911931610064,0.00000198515503835069,0.0000019947619457999886,3667.0940645872756,47413.28964876525
2024-05-08,2024-05-09,0.0000018304853493643902,0.0000020002748191562233,0.000001838376218182737,0.0000019647131264047614,2244.523370183,44169.808363105716
2024-05-07,2024-05-08,0.0000017800876090153651,0.0000018303904165476767,0.0000017952372530560714,0.0000018351840368732246,1804.2138873263727,42551.10283570158
2024-05-06,2024-05-07,0.0000017263476358728253,0.00000176620176794866,0.0000017411418303865978,0.00000177863212406448,1799.5783799298113,41398.683401818176
2024-05-05,2024-05-06,0.0000017645428364076017,0.0000017536042424586664,0.0000017403334659926964,0.0000017259021248618378,1833.467783214744,40873.69619157895
2024-05-04,2024-05-05,0.0000018119882984841296,0.0000017965069350571069,0.0000017765470471040355,0.0000017693519852660655,1938.3805020469472,42008.200120120455
2024-05-03,2024-05-04,0.0000018450062130386411,0.0000018131754944373567,0.0000018030028951849498,0.0000018155078155921985,1719.8408141108894,42490.464888218994
2024-05-02,2024-05-03,0.000001892816541625465,0.000001862817674770133,0.0000018905408079759878,0.0000018487836412362252,1966.0877610792045,44121.57769532267
2024-05-01,2024-05-02,0.0000018406258526394882,0.0000018646007832360436,0.0000018227988690528053,0.0000019003400929374501,2240.8826111641906,43795.750021703534
2024-04-30,2024-05-01,0.0000018050628831722029,0.0000018014254521613503,0.000001809425091539221,0.0000018421513729672446,1948.1520198096184,42599.026846645145
