Start,End,Open,High,Low,Close,Volume,Market Cap
2024-05-17,2024-05-18,0.000041826603230074286,0.00004087063808700884,0.00004177741921699075,0.000040301436580385165,35397.94940340461,969672.5875093514
2024-05-16,2024-05-17,0.000040966159484729446,0.000041561349154089535,0.0000411089585513573,0.000041701546960116324,40494.06511001364,976594.0352314357
2024-05-15,2024-05-16,0.000039981209999468704,0.000041257171703230107,0.00004005022330310651,0.00004087299507455499,39541.532859330946,959062.2679572738
2024-05-14,2024-05-15,0.00004017059768570282,0.000040346081006922026,0.00003991427207775997,0.00003993675645952705,43186.78909648481,949240.2607449365
2024-05-13,2024-05-14,0.00004275915221013863,0.00004213181835006332,0.00004049291030919838,0.000040404408789406244,51942.86664759735,964310.2293356514
2024-05-12,2024-05-13,0.00004254419967271034,0.00004315107977605817,0.00004213183030216512,0.000042573340770306044,49745.709948173106,1008188.4451125036
2024-05-11,2024-05-12,0.000043192044083493314,0.00004437036757550708,0.000042685798432116384,0.000042583071887397465,56614.2051707201,1026270.4682717304
2024-05-10,2024-05-11,0.00004141209282934643,0.00004405736400917008,0.00004236143993325256,0.00004305751895411461,60982.98207974689,1017000.6608209228
2024-05-09,2024-05-10,0.000040445447580395425,0.000041369976772972736,0.000040704582184459016,0.00004139065939567555,75414.35871569779,975061.6620372117
2024-05-08,2024-05-09,0.000037845506282856073,0.000041423428900525724,0.000037978484129774276,0.000040358402373537595,46457.64874243122,914236.6121972527
2024-05-07,2024-05-08,0.00003662121834040703,0.00003761527924013631,0.00003705905283976878,0.00003792220682808585,37254.57311763002,878622.6416744569
2024-05-06,2024-05-07,0.00003514663274284516,0.00003581669303479074,0.000035777314371249376,0.000036605781175010535,36714.41376764874,844602.4962299927
2024-05-05,2024-05-06,0.00003615134858537284,0.0000356573553498259,0.00003555880347724171,0.00003513481939584205,37295.03800161101,831422.3280533624
2024-05-04,2024-05-05,0.00003662790773026436,0.00003657071982958846,0.00003583820959718907,0.00003619209461272884,39303.01467636025,851767.1861149296
2024-05-03,2024-05-04,0.00003638428273146322,0.00003660629690166846,0.0000357169176780705,0.000036670948398258,34298.96732275946,847391.8369493438
2024-05-02,2024-05-03,0.000037188972024855866,0.000036776404732000865,0.000037084871726723615,0.00003648856502839836,38669.55810960222,867795.3987364635
2024-05-01,2024-05-02,0.000036991640778750954,0.0000374501588943428,0.00003637193356272447,0.00003717531593351737,44427.82644709201,868296.2558550126
2024-04-30,2024-05-01,0.000035789024396378044,0.00003581514272580415,0.000036543467015932916,0.000036996978906602645,39169.512927926706,856495.3431867317
2024-04-29,2024-04-30,0.0000363321103219828,0.00003669416504547194,0.00003572730586235411,0.00003573108543262989,52867.65119625733,845204.3241222646
2024-04-28,2024-04-29,0.000033777639882995784,0.000037067281312036094,0.00003380699097206147,0.00003614233401851864,49345.131222069496,821517.6931197945
2024-04-27,2024-04-28,0.00003869020277924901,0.00003705756115571838,0.000035676585333429657,0.00003389182177787861,41379.4314455894,851522.8256116122
2024-04-26,2024-04-27,0.00003824858235047776,0.000038807755400973886,0.00003813144846433631,0.000038633922658766244,35594.43872210602,902658.99226446
2024-04-25,2024-04-26,0.000039992526011382366,0.00003957245618253312,0.00003803223382650489,0.00003810508750989195,53719.42656697326,899516.2845847771
2024-04-24,2024-04-25,0.00004068739085067873,0.000040168742468031133,0.00003960081770336807,0.00003980658786622552,42165.135454377225,940605.7421649992
2024-04-23,2024-04-24,0.00004022258564083061,0.00004119487706674861,0.000039953144736985135,0.00004071458730141658,46912.80546245613,950027.4321672122
2024-04-22,2024-04-23,0.00003768789409096485,0.00004085455349471272,0.00003747871896804508,0.000040219303017194075,35977.479772876126,902015.8759862229
2024-04-21,2024-04-22,0.000038407203371189125,0.00003863798755898621,0.00003734479683010858,0.00003770780296057975,35955.91268991279,886117.7583791161
2024-04-20,2024-04-21,0.00003761002936984608,0.00003888351317828373,0.0000375451738732881,0.00003839112015408294,40652.10964992549,898471.4916778803
2024-04-19,2024-04-20,0.000039534982000712305,0.000038910262765476626,0.000039052381085109796,0.000037617007345870496,61083.567485705214,895240.8621682822
2024-04-18,2024-04-19,0.000040459959964560615,0.00003962807116691126,0.000038982364143072575,0.000039474147971785224,49279.39738758581,923290.1628335988
2024-04-17,2024-04-18,0.00003868568535495608,0.00003967427314936674,0.00003918984035146842,0.000040391825627096184,43231.59288840695,916242.5837029458
2024-04-16,2024-04-17,0.00003917209090580733,0.000039526228640055816,0.00003708681999293617,0.00003859301426001259,52847.54022867797,896646.2617143501
2024-04-15,2024-04-16,0.00003941076432445916,0.000041257784697753554,0.00003829129897621424,0.00003940939639559442,53088.78159682976,922898.6390748094
2024-04-14,2024-04-15,0.00003979245869729023,0.000040478689937897484,0.000038741813215304714,0.000039327239034967165,91026.974629926,919995.0877822335
2024-04-13,2024-04-14,0.000039973174311640234,0.00003979638386085806,0.000036335958210843866,0.00003976824400632148,82887.00245281671,908961.1810836084
2024-04-12,2024-04-13,0.00004186293273616767,0.000042309384150260367,0.00003345190489773842,0.00004005043444583668,47339.150795746,952278.8458700146
2024-04-11,2024-04-12,0.000040689225725390876,0.00004084034895654754,0.00004066698588454063,0.00004202831589620538,39744.33319189088,947843.8481126524
2024-04-10,2024-04-11,0.000039306495520731814,0.00004098294204236076,0.000039113300350795046,0.00004066487054821248,36870.275542042444,924381.581074333
2024-04-09,2024-04-10,0.00003948545792896306,0.0000402079671549579,0.000039331804445305386,0.00003936486504788535,36849.27543085597,918901.1248341604
2024-04-08,2024-04-09,0.000041040308234708,0.000040150369394732434,0.00004071853184682997,0.000039433042645860056,33717.863719397916,939229.4790913601
2024-04-07,2024-04-08,0.00004263619178062986,0.00004166240603689233,0.00004181218063659929,0.0000411309221564261,45658.83339791334,972915.7829332796
2024-04-06,2024-04-07,0.00003965680930264198,0.00004344143610506225,0.00003961240043736682,0.0000425842959712139,33172.28394409373,945779.0810804463
2024-04-05,2024-04-06,0.00003970162000815211,0.000040757483662101176,0.00003964809953098584,0.0000397131903009227,36911.26210971045,925004.7325727955
2024-04-04,2024-04-05,0.000038825000311194384,0.000039096788959690276,0.000038964324330090015,0.00003953705827092782,32321.358368723326,908324.1992385611
2024-04-03,2024-04-04,0.00003940149858062141,0.000039744853743207854,0.00003915693137782847,0.00003895622953098388,41586.32943424695,908518.6741960526
2024-04-02,2024-04-03,0.00003815590365464254,0.0000382013551410864,0.00003807085972306575,0.00003940969321652524,46850.5769906476,896176.4739335496
2024-04-01,2024-04-02,0.00003849947564621821,0.000038955312767556885,0.000038279720935872236,0.00003813612479054256,39115.20762909601,884859.305597824
2024-03-31,2024-04-01,0.000037709242597440726,0.000038115921821931745,0.000037709242597440726,0.00003817658764828231,27522.77904287909,864681.482519052
2024-03-30,2024-03-31,0.000039174613372398535,0.000038937669058733997,0.000037669383564051724,0.00003774663475535628,35615.89568902023,889188.3060247822
2024-03-29,2024-03-30,0.000039179572094962195,0.00003943706603670358,0.000038605567890367666,0.000039094630127575365,35895.89164802754,900267.3105403048
2024-03-28,2024-03-29,0.00003793603345219644,0.0000388836129199851,0.000038098768759090816,0.000039131269480943753,49156.00455799935,884293.0610956115
2024-03-27,2024-03-28,0.00003779680833688615,0.00003801926441078451,0.000037593522848938946,0.00003789359663952488,69141.30945097214,877148.8231939833
2024-03-26,2024-03-27,0.00004061312837496359,0.00004069882728670435,0.00003841394867558333,0.00003800659600645526,40530.65731217414,924043.6695152392
2024-03-25,2024-03-26,0.000042810211523236614,0.000041672871312478816,0.000042291513146919866,0.00004054388756093346,40396.76835742003,973319.4398938015
2024-03-24,2024-03-25,0.000041661309793336945,0.000042926082729770214,0.00004210919481136631,0.0000427675767215537,37341.394660406964,972002.0921047183
2024-03-23,2024-03-24,0.000043803662411193396,0.00004257315122127274,0.000042158586151520216,0.00004130308832530257,54252.20765714401,970049.9669496724
2024-03-22,2024-03-23,0.00004228232298642384,0.00004434759576058307,0.00004378680134294813,0.00004387710706360554,89023.53784963048,1013993.4066389716
2024-03-21,2024-03-22,0.00003794080031365035,0.00004304135590258953,0.000038827285805072554,0.000042186652122570935,76803.10165874439,948256.4428315366
2024-03-20,2024-03-21,0.000037452149361023224,0.00003817722199122678,0.00003803638788602684,0.000038009115562141895,65656.1429598234,875446.7459092188
2024-03-19,2024-03-20,0.000037487005862089137,0.000037625997629968354,0.000036816228401609625,0.00003751323520786565,60409.0265595897,868172.2987605835
